que_id,question,answer,big_cate,small_cate,intent
63070543,心脏神经症到什麽科就诊。曾经治疗情况和效果：最近在中心医院心内科住院9天，作了全面检查，出院诊断为心脏神经症，高血压。神经症到那个科室就诊。,你好，根据你的资料你考虑心神经症高血压病，这两钟疾病都属于心内科的治疗范畴。建议你就在心内科治疗，心神经症主要是多与患者沟通缓解其紧张。,内科,神经内科,hypertension
7622811,我高压110低压60是低血压吗早起有点晕无力我还有糖尿病12年该咋办,"你好，高压110低压60,这是正常的,不必担心的.祝你健康.",内科,高血压,hypertension
58714222,病情描述发病时间、主要症状、症状变化等）：左脑上部疼痛，有多年喝酒史，有家族高血压，左耳部麻木。怎么办？:,你好你说的这种情况一般是偏头痛，和血压高是有关系的。偏头痛是血管性头痛的一种，血管性头痛是由于颅血管收缩功能变化而引起的头痛，血管性头痛分为原发性血管性头痛和继发性两类，建议你去医院详细检查，再对症治疗。积极的降压来治疗的。,内科,高血压,hypertension
67860573,早搏，胸闷，胸痛，血压高，自从正月开始,您好，您这种情况有可能是血压高导致的心绞痛您好，建议到医院行心电图，血脂、血糖、血粘稠度等的检查，明确诊断及病因后早期治疗,内科,高血压,hypertension
42809283,发病前手麻嘴麻头皮麻.四肢无力.心率快.血压偏高吃了降压片症状没有明显改善本人有腰间盘突出心脑供血不足具体想了解下影响这些症状出现的病因（）,根据你所说的情况建议最好是要积极的到医院做一下脑ＣＴ检查看一下同时积极的进行抗高血压治疗因为你所说的情况来看怀疑是属于有脑血管蹭的早期症状怀孕建议去医院做个头颅CT检查明确具体的病因后对症治疗.饮食上要禁酒低盐低脂饮食少吃动物脂肪及内脏多吃粗纤维食物新鲜的蔬菜水果情绪不要激动适当的运动不要过度的劳累保证充足的睡眠和良好的心态.祝您早日康复!!,外科,颈腰椎病,hypertension
11176969,跪求良方：我父亲因高血压小脑出血，住院月余。CT显示出血和水肿吸收较好，但每天吃饭喝水差，一天的饭量就一小碗稀粥，一活动就干呕，且胡言乱语，意识模糊。跪求医生指点！,"现在来看是颅内压增高的现象,是需要用甘露醇将颅内压的.",内科,高血压,hypertension
46698495,血压高吃什么药？低压120高压160怎样好得快,你好，高血压来说没有对特定的什么食物是禁忌的，在饮食上严格控制食盐的摄入量、多吃杂粮就可以了。膳食讲究营养、平衡。建议低盐饮食，低脂肪饮食.多吃些果蔬是有好处的.一定要禁烟，酒，精神舒畅，饮食有节，,内科,高血压,hypertension
48082558,嘴麻手麻患有糖尿病高血压冠心病发现嘴麻大约有三天得时间了感谢医生为我快,根据您所述情况这是神经系统调理紊乱所导致的和劳累熬夜精神刺激焦虑等均会导致次现象发生的不需过于担心的治疗只需要服些调理神经活血化瘀改善微循环镇静安神的药物混合治疗下多休息避免劳累熬夜避免精神紧张饮食避免辛辣刺激逐渐可以恢复正常祝早日恢复,内科,高血压,hypertension
26658661,老公现在血压高高压160低压125还感冒咳嗽医生给开了一些药说不能输液他现在该怎么办，是卧床休息，还是适当运动曾经治疗情况和效果：吃丹参丸他现在该怎么办,"你好高血压的定义（hypertensionhigh;bloodpressure）在未用抗高血压药情况下，收缩压≥140mmHg和/或舒张压≥90mmHg，高血压是一种以动脉血压持续升高为主要表现的慢性疾病，目前是无法根治的，只能说从药物稳定血压，降压药一般有尼群地平、卡托普利等，饮食低盐低脂做起，适当的运动，保持良好的生活习惯，建议在当地医生指导下口服降压平稳的药物治疗,低盐饮食,低脂肪饮食.一定要禁烟,酒,避免情绪激动,服药要坚持.",内科,高血压,hypertension
40792790,"我以前高血压90，低压50。现在高压130，低压80,。头一点木。怎么办？",原来血压较低，没有症状。现在血压比原来升高较多，虽然属于正常范围，但也说明有动脉硬化的可能性。头一点木可能与血压和局部动脉硬化血运不足有关。建议口服活血化瘀药物如丹参和阿司匹林，复查血压，查血糖血脂。清淡饮食，减肥，加强运动。,内科,高血压,hypertension
29341640,高压220低压120怎么办,血压高是可以进行积极的降压，并在控制血压后可以进行服用降压药物进行长期的控制血压为好目前建议你先服用心痛定看看，血压平稳后可以选择如氨氯地平和美托洛尔等药物进行治疗,内科,高血压,hypertension
5803700,全部症状：无力指甲灰色黑色素沉积，血小板减少，高血压发病时间及原因：5月治疗情况：血液全查过，,指导意见：你好根据你的情况描述考虑中医是辨证论治的，不是辨病论治，肾上腺皮质功能减退的辩证比较复杂。祝你早日康复！,内科,高血压,hypertension
21187062,我多年耳鸣，有时头晕，头痛，血压是高压83，低压68，我还有严重营养不良，我从没可以减肥曾经治疗情况和效果：没治疗过我该吃些什么药,您好，根据您描述的情况，中医辨证与肝肾亏虚有关，但不排除其他疾病所致。建议患者到正规医院进行相关检查，排除器质性病变，若无器质性病变，可服用中药调理，平素清淡、易消化饮食，调畅情志。,内科,高血压,hypertension
15370347,经常头疼，头晕，测血压高压130低压110,你好，头痛有很多原因，颈椎病变，神经痛，精神性头痛，还有神经官能症均可表现为头痛，如果你是长期神经过度紧张，精神刺激，焦虑所至头痛，调节一下自己的状态会有好转，可以拍个颈椎片看颈椎有无问题，再进行治疗的。,内科,头痛,hypertension
7030026,全部症状：胸闷高压150低压80发病时间及原因：夜间1或2点钟治疗情吃稳心颗粒况：,"你好，患了高血压建议低盐饮食,低脂肪饮食.一定要禁烟,酒,避免情绪激动.如果有高血脂必须同时治疗啊.否则降压效果不好.在当地医生指导下选择降压药如:心痛定.最好选择缓释片如波依定或硝苯地平缓释片口服,血压更平稳.多吃些果蔬是有好处的。",内科,高血压,hypertension
7050876,全部症状：心脏、闷、痛、左心扩大、心肌缺血发病时间及原因：血压高治疗情况：输液、血塞通两支、灯盏花一支、九天了、心肌缺血症状仍未改变。请问我应该怎么办，要改药吗？输啥药效果最好，我应注意啥。,你的治疗方案可以。低脂、低盐清淡饮食，合理运动。,内科,高血压,hypertension
6143470,近2个月来，左手一直发麻，特别是中指和无名指。有时活动颈部或咳嗽从手指到胳膊有触电样的感觉。请问：是否与颈椎有关（患有颈椎和高血压10多年。但疼痛不明显。）？长期发麻有什么影响？怎样去调节和治疗？非常感谢！,你好，你的情况考虑是颈椎病，建议牵引和针灸治疗。,内科,高血压,hypertension
60907709,我有慢性阻塞性肺病心脏病高血压糖尿病呼吸困难曾经治疗情况和效果：在医院治疗感觉还行出院完全不行我想吃能治慢性阻塞性肺病的药,"病例分析:你好，根据你的描述，你的问题是：有慢性阻塞性肺病心脏病,想吃能治慢性阻塞性肺病的药",内科,高血压,hypertension
16460259,高血压和冠心病应该吃什么药,"首先要注意饮食,低脂肪高纤维.情绪上要注意不要大喜大悲,保持充足睡眠.养成良好生活习惯,定时排便,不能过度劳累.常用药物：心痛定,硝酸甘油,消心痛,等,另外试试中药丹参片也是可以的.我建议你最好是看看心内科专业的医生啊.这个是必须去医院才能治疗的啊.这个只是一个方案.具体药物希望在当地医生开处方,希望给你提供建议和参考,具体诊治请在当地医生指导下进行gxgl=肝血管瘤没有症状或症状轻微可以不行任何治疗，有症状或肿瘤较大可选择手术或放射治疗,",内科,高血压,hypertension
67474094,开始时，高压160，低压110曾经治疗情况和效果：吃了20天的药，现在没吃，开始半个月血压偏高，现在又达到高压150，低压110，是否继续吃药我不想吃药有什么办法没有,你好，你目前这种情况需要终身的服药治疗，高血压一旦确诊就需要吃药，切记不可随便停药。目前在西医的治疗上没有好的办法一旦确诊就需要终身的服药治疗，祝你早日康复,内科,高血压,hypertension
38762474,高血压有十年了、77岁、高压160、低压110、食欲好、大小便正常就是夜间胸闷的睡不着觉、在医院检查二尖瓣、三尖瓣关闭不全请专家指点:用“羊藿三七片”管用吗？谢谢大夫曾经治疗情况和效果：平时吃点降压药、和脑心舒之类的药请大夫给予指点谢谢（）,您所说的那个只是辅助治疗您最重要的就是正规服药您好很高兴为您服务根据您提供的病史您的诊断应该是“高血压病、高血压性心脏病、心功能不全所以您的胸闷、气短与心功能不全有关至于出现二尖瓣、三尖瓣蹭考虑为心脏扩大所致建议您服用正规抗心衰治疗：肠溶阿司匹林、依那普利、利尿剂和美托洛尔如果您的心功能不能支持您日常生活可加用地高辛您所说的哪类药物可以短时间服用您的血压也高服用上述药物可能会使您的血压控制达标祝您早日康复,内科,高血压,hypertension
50118158,高压142低压99是几级高血压，曾经治疗情况和效果：是检查过，但没吃药想知道怎么治疗,你好！高血压共分3级，根据你的描述，你目前的情况属于高血压1级，但你需要进一步排除继发性高血压后，再诊断高血压病。建议到医院检查尿常规、肾功能、肾上腺CT等排除继发性高血压，低盐低脂饮食，避免腌制食品，戒烟酒，多运动，如肥胖要减肥，以上措施无效时再服药治疗，定期测量血压。,内科,高血压,hypertension
55291582,我高血压，高压170多，低压110‘不经常用药高血压用这个药行吗,"考虑血压问题，建议你在当地医生指导下选择药如心通定，低盐饮食，低脂肪饮食一定要要禁烟，酒,避免情绪激动，首先建议低盐饮食，低脂肪饮食，这些都需要注意，否则效果不好",内科,高血压,hypertension
60900646,间歇性偏头痛头痛之前发热，偏头痛，感觉有重压，时间不长，有时候也会出现恶心，呕吐的情况，有高血压以前治疗说是供血不足，开的药也没什么作用，想问一下是什么情况，适合服用什么药,问题分析:你可以服中药调理，加用针灸，合理用药，会好的。,内科,高血压,hypertension
29625440,"眼睛充血疼痛,无高血压史，不定期发作，发病时眼睛瞬间针刺样疼痛大约持续2秒钟左右，白眼仁充血。",你的情况有眼睛球结膜充血疼痛，无高血压并史，有发病时眼睛瞬间针刺样疼痛，每次持续2秒钟左右，根据症状考虑是结膜炎。建议你应该去医院的眼科检查，看看是不是需要抗生素的治疗，及及时排除其他眼科类疾病。,内科,高血压,hypertension
58803939,病情描述发病时间、主要症状、症状变化等）：胸闷、血压高、心跳间歇、吃的多、还犯困、打鼾、四肢麻木。,高血压的症状因人而异。早期可能无症状或症状不明显，常见的临床症状有头痛、头晕、注意力不集中、记忆力减退、肢体麻木、夜尿增多、心悸、胸闷、乏力等。指导建议：你好，缺硒体质更易诱发高血压，所以除了常规的食疗运动之外，建议适当的服用体恒|健牌硒维康口嚼片帮助维持心血管系统正常结构和功能，稳定血压。希望可以帮到你。,内科,高血压,hypertension
51091904,被高压锅烫伤后结疤睡觉把皮掀开了怎么办,指导意见：烫伤要注意创面清洁和干燥，冷水冲洗后应避免再浸水。约2~3天后创面即可干燥。此时要喷涂湿润烧伤膏，具有清热解毒、活血化瘀、去腐敛疮、生肌养肤、滋润肌肤，改善微循环，提高局部免疫功能作用.如果面积不大，一般1个礼拜时间就可脱痂愈合。烫伤后切忌用紫药水或红汞涂搽，以免影响观察伤后创面的变化。】】,内科,高血压,hypertension
62315282,血压高晕车不？坐上车晕晕的,"指导意见：你好;患了高血压建议低盐饮食,低脂肪饮食.一定要禁烟,酒,避免情绪激动.如果有高血脂必须同时治疗啊.否则降压效果不好.在当地医生指导下选择降压药如:心痛定.",内科,高血压,hypertension
27027383,低压70高压不到100有点晕算低血压吗需要治疗吗,正常血压收缩压在90-120，收缩压在60-90为理想血压，所以你的血压已经低于正常，如果有自觉症状，如感到经常头晕，乏力，听觉和视觉减退等，甚至昏厥，需要治疗一下如果属于家族性低血压，自身没有明显的感觉，可以不用治疗。如果有上述症状，请到当地医院查明产生低血压的病因，进行治疗,内科,高血压,hypertension
22139077,你好；我想问足疗制疗高血压效果好吗、用什么药物？你好；我想问足疗制疗高血压效果好吗、用什么药物泡脚、有没有副作用’在家泡脚制疗，还是到有关医院去制疗、。,这个一般是有一定的效果可以用一些活血降压的中药，在家泡就行了。是药都有一定的副作用。常泡脚会黑一些的。,内科,高血压,hypertension
54803119,"血压高压190，低压60，心率46,是否是心脏病，如何治疗是否是心脏病？如何治疗？",以上情况，高压偏高，心率偏低，应进一步详细检查明确病因，如是否病窦综合征，传导阻滞等，积极治疗，日常合理饮食，注意休息，补充维生素，明确病因，积极治疗，如心率慢应用阿托品，必要时应用起搏器，高压高酌情应用卡托普利等降压药物，,内科,高血压,hypertension
49420436,低压95高压140昨晚感觉头部左太阳穴周边有神经疼痛的感觉，以前没有这种感觉过也没有吃过药，请教一下需要吃什么药吗?,病例分析:了解家中老人有没患高血压病的，如有且排除了继发性高血压，就是原发性高血压。,内科,高血压,hypertension
39041499,胸闷气短呼吸困难血压高夜里小便多经常曾经治疗情况和效果：无提供检查方案和治疗方案（）,心理性因素主要由郁闷心情不舒畅等不愉快的情绪引起.女孩子往往情感细腻遇到烦心事容易生闷气情志失调常常使她们感到胸闷气短.据心理学家统计此种原因导致的胸闷气短是最常见的一般若经医院检查未发现器质性蹭不必治疗.保持心情舒畅愉快乐观加强体育锻炼心平气顺便可自然安康如果是由于心脏病脏腑功能失调而导致的切勿大意胸闷气短时需要做心电图彩超或B超血常规X线胸透肝功能检查等以对症治疗.,内科,高血压,hypertension
4362703,家庭有高血压病历史，低压降不下来,可以应用血管紧张素转换酶抑制剂或血管紧张素转换酶受体拮抗剂。,内科,高血压,hypertension
12172751,患者信息：女24岁辽宁丹东病情描述(发病时间、主要症状等)：22周+6天，今天去妇幼保健站检查，低压70高压145，给我开的（维生素E软胶囊）和（醋酸钙颗粒）吃这两种药有效果吗？我想知道我这样的高血压很严重吗？怎么预防？,"你好,压差大主要是动脉硬化引起的.晕厥不一定是血压的原因.也有可能是低血糖.建议做一下血常规,看有没有贫血.血压也需要控制一下了.平时注意清淡饮食,适量运动,放松心情.定期测量血压,1-2周应至少测量一次,按时就医",内科,高血压,hypertension
16402888,左心室高电压还血压高140、90,左室高电压的常见原因有两个:一个是高血压，另一个是正常的瘦人.左心室高电压确实是高血压患者最常见的心电图改变，高血压病人如果出现明显心电图异常，说明心脏已受到损害，需引起重视。左室高电压的人应该测量血压如果血压正常，而且体型比较瘦的人就不是心脏的问题，而是受体型的影响.,内科,高血压,hypertension
40361837,我男50岁高血压低压120--高压180后脑袋涨脑痛四肢乏力软酸请问大夫是哪出毛病了请问大夫我得了什么病了,病例分析:目前的症状可能属于高血压性脑病，建议尽快找神经内科专家当面诊治，必要时行头颅CT检查，以明确是否存在大脑器质性病变！,内科,高血压,hypertension
10602210,全部症状：脚和腿水肿发病时间及原因：有高血压治疗情况：吃降压药,"水肿常见的要考虑心脏,肝脏,肺,肾脏.意见建议:希望你到医院详细检查.检查尿常规是否是肾炎和肾盂肾炎,心脏彩超检查是否是有心脏瓣膜有问题啊.拍片看看是否是有肺心病等.心电图检查是否是有心律失常,腹部b超检查看看是否是有肝硬化.找到原因治疗.生活护理:另外注意1.避免久站久坐;在家或办公时每隔一段时间起身走动2.入睡前将脚抬高超过心脏的高度即可3.食物避免重口味盐分不单只是食用盐或吃起来咸的东西其实是泛指所有的酱料腌制物或含钠量高的饮料应多吃蔬菜水果（含有丰富的钾）因为钠和胰岛素",内科,高血压,hypertension
16628276,不做手术有希望康复吗，以前有过脑梗，高血压一直有,你好，依你目前情况不适合手术，81岁了，怕手术耐受不了，建议行保守治疗，脑梗塞的治疗需要溶栓再同，建议内科治疗。希望我的回复对你有帮助，谢谢！,内科,高血压,hypertension
36569667,高血压，糖尿病，心脏病吃饭稍微吃饱一点就拉肚子，一吃饭还光想恶心向您咨询一下是怎么回事,根据你的资料分析，多考虑主要还是由于长期的饮食生活等因素以及遗传，环境因素共同作用而导致的，往往可以引起一系列临床表现以及并发症的发生。针对目前的情况，多考虑主要还是由于糖尿病等累及了消化系统，进而就容易导致类似的症状，建议可以通过中药加以调理，另外还要坚持治疗原发性疾病，近期要注意多休息，饮食清淡，忌食生冷油腻食物，避免过度劳累。,内科,高血压,hypertension
28910465,我妈血压高我2007年闹过一次脑更塞现在高压160低压110该吃什么药,"你好,高血压平时注意劳逸结合,保持足够的睡眠,.注意饮食调节,以低盐,低动物脂肪饮食为宜,并避免进富含胆固醇的食物.服用次数减少的长效制剂或剂型,常用的药物有替米沙坦或氨氯地平等",内科,高血压,hypertension
62989183,你好我头痛浑身发冷但不像是感冒的症状血糖高血压高,根据您所说的情况，有出现头部疼痛，以及浑身发冷的现象，中医讲一般与阳虚寒凝，或者风寒束表有关系。建议患者首先注意好防寒保暖，避免感受寒凉刺激，有高血压以及高血糖的话，注意好尽量低脂低盐低糖饮食，症状严重的话可以去医院中医科就诊，并经医生辩证确诊后适当使用具有温阳散寒功效的中药调理，比如使用九味羌活汤加减治疗。,内科,高血压,hypertension
15112945,有高血压心脏病对有活血功效的药过敏如何治疗和用药,你的情况建议详细检查是否是过敏，或者换用别的药物，在医生指导下对症治疗,内科,高血压,hypertension
61844783,本人最近脸部和脖子处突然发红，长痘，脸部还有点肿是怎么回事？（本人有高血压，有吃药）,你好，根据你的这个情况来看的话首先要考虑到的就是有吃降压药物所继发性导致的副作用，当然也是要考虑到脸部过敏的一个可能性的建议现在的这个症状首先是要到医院化验一下尿常规看一下排除肾功能的损伤的可能性，排除要多吃一些蔬菜，忌辛辣刺激性的食物，吃点西替利嗪看一下,内科,高血压,hypertension
20050061,心慌无力休克几分钟，休克后就会拉肚子两次曾经治疗情况和效果：去医院检查，低血压高100，轻微冠心病，正在吃药治疗，但是不见轻需要做什么检查，像是什么病,好，建议做心电图、血压、X线胸部摄片等检查有助于明确诊断。排除了器质性心脏病，考虑是功能性的或是神经官能症。适当注意休息，少进食含动物脂肪多的饮食，少进咸、辣和酒、烟、浓茶、咖啡等。适当参加体育锻炼。方药安神定志丸加减归脾汤加减。,内科,心血管内科,hypertension
7126942,全部症状：血压有时高有时低，一般都在高压140低压95左右发病时间及原因：发病2年多，原因不明治疗情况：没吃药,利尿降压剂：氢氯噻嗪、环戊甲噻嗪、速尿等，注意劳逸结合，保持足够的睡眠，参加力所能及的工作、体力劳动和体育锻炼。注意饮食调节,内科,高血压,hypertension
9833348,高血压导致剧烈头痛蛛网膜出血,你好，你的情况建议你应该及时去医院进行治疗，以控制病情等,内科,高血压,hypertension
